record_id,region,country,date,network_type,operator,device_type,signal_strength_dbm,latency_ms,throughput_mbps,data_usage_gb,call_drop_rate,packet_loss_percent,jitter_ms,download_speed_mbps,upload_speed_mbps,num_connected_users,network_availability_percent,temperature_celsius,weather_condition
R04068,Central,Netherlands,2023-06-19 11:00:00,4G,O2,Smartphone,-91,45,177.51,27.04,0.4,0.47,15.43,240.78,147.65,277,96.19,0.7,Stormy
R04069,Central,France,2023-06-19 12:00:00,5G,Vodafone,Smartphone,-94,57,41.25,23.2,0.7,0.54,1.19,225.51,27.52,592,95.5,30.6,Rainy
R04070,North,Netherlands,2023-06-19 13:00:00,5G,O2,Router,-66,22,169.62,18.89,0.03,0.63,1.18,124.06,91.76,786,96.52,-4.8,Clear
R04071,East,France,2023-06-19 14:00:00,5G,O2,Tablet,-79,116,90.06,12.18,1.06,0.83,2.48,179.13,52.57,172,98.38,33.0,Stormy
R04072,Central,France,2023-06-19 15:00:00,5G,O2,Router,-67,34,51.42,17.68,0.56,0.25,9.87,45.96,24.27,312,95.64,17.6,Cloudy
R04073,East,France,2023-06-19 16:00:00,4G,Telecom Italia,Tablet,-54,66,130.09,14.81,0.02,0.06,17.89,102.66,83.14,172,96.61,14.6,Rainy
R04074,North,Italy,2023-06-19 17:00:00,4G,Deutsche Telekom,Router,-92,24,118.55,8.58,0.85,0.09,4.46,136.3,29.58,267,97.64,0.4,Cloudy
R04075,Central,Germany,2023-06-19 18:00:00,5G,Vodafone,Router,-87,73,195.73,9.31,1.85,0.5,10.06,22.63,103.58,395,96.64,21.3,Clear
R04076,South,Italy,2023-06-19 19:00:00,4G,O2,Tablet,-75,43,30.28,26.3,1.85,0.92,1.77,40.04,9.7,325,97.2,-1.0,Rainy
R04077,North,Germany,2023-06-19 20:00:00,5G,Vodafone,Tablet,-53,30,199.54,19.23,0.74,0.98,1.39,250.62,79.01,147,97.48,34.0,Stormy
R04078,West,Netherlands,2023-06-19 21:00:00,4G,O2,Tablet,-84,52,35.46,0.54,0.9,0.21,1.14,291.65,36.75,978,98.88,8.6,Clear
R04079,East,Spain,2023-06-19 22:00:00,4G,Deutsche Telekom,Router,-84,106,59.79,10.14,0.49,0.15,15.0,103.38,142.75,516,99.22,2.8,Stormy
R04080,North,Netherlands,2023-06-19 23:00:00,5G,Vodafone,Tablet,-92,93,133.81,10.53,0.14,0.35,1.45,40.95,108.03,962,95.96,6.3,Rainy
R04081,North,Italy,2023-06-20 00:00:00,5G,Orange,Tablet,-68,76,121.16,21.34,1.39,0.46,6.2,281.26,114.52,534,96.85,19.0,Rainy
R04082,Central,Italy,2023-06-20 01:00:00,5G,Deutsche Telekom,Tablet,-87,71,247.33,21.16,1.6,0.81,13.26,275.15,107.28,55,97.88,20.2,Rainy
R04083,Central,Germany,2023-06-20 02:00:00,5G,Vodafone,Smartphone,-56,83,151.47,14.19,1.76,0.77,12.75,199.85,101.55,172,97.5,10.2,Stormy
R04084,Central,Italy,2023-06-20 03:00:00,4G,O2,Tablet,-64,62,88.58,28.55,1.87,0.92,2.05,108.19,25.02,135,95.4,30.5,Rainy
R04085,West,France,2023-06-20 04:00:00,5G,O2,Tablet,-83,111,226.04,26.23,1.83,0.86,5.88,42.65,149.63,791,96.72,12.0,Stormy
R04086,Central,Italy,2023-06-20 05:00:00,4G,Deutsche Telekom,Tablet,-62,100,84.93,26.05,0.05,0.44,13.15,282.45,100.32,552,96.14,14.7,Clear
R04087,North,Germany,2023-06-20 06:00:00,5G,Deutsche Telekom,Smartphone,-77,63,75.71,10.77,1.96,0.02,8.45,276.91,135.12,130,97.09,0.9,Clear
R04088,Central,Germany,2023-06-20 07:00:00,4G,O2,Smartphone,-82,109,128.65,13.21,0.76,0.24,9.85,225.53,78.05,965,96.69,1.1,Stormy
R04089,South,France,2023-06-20 08:00:00,5G,Vodafone,Tablet,-91,108,229.16,12.86,1.77,0.61,4.93,280.83,46.47,411,98.48,-0.4,Stormy
R04090,Central,Germany,2023-06-20 09:00:00,4G,Orange,Tablet,-69,55,180.04,13.49,0.88,0.5,1.72,50.53,68.4,475,97.01,1.6,Stormy
R04091,West,Spain,2023-06-20 10:00:00,4G,Telecom Italia,Tablet,-68,31,172.6,26.73,0.84,0.24,7.56,41.68,62.88,752,96.21,35.5,Cloudy
R04092,South,Netherlands,2023-06-20 11:00:00,4G,Deutsche Telekom,Tablet,-70,75,184.26,7.85,0.02,0.13,13.98,65.69,7.31,816,98.1,25.8,Rainy
R04093,North,Italy,2023-06-20 12:00:00,5G,O2,Smartphone,-86,22,168.31,24.16,0.1,0.22,15.56,72.49,102.87,90,98.63,25.2,Stormy
R04094,North,Spain,2023-06-20 13:00:00,5G,Vodafone,Tablet,-72,69,192.35,15.66,1.34,0.26,12.26,249.88,111.96,779,95.54,1.6,Cloudy
R04095,East,Italy,2023-06-20 14:00:00,5G,Deutsche Telekom,Smartphone,-79,48,56.26,7.85,1.88,0.87,8.47,277.3,10.93,397,96.26,18.4,Cloudy
R04096,South,Spain,2023-06-20 15:00:00,5G,Vodafone,Router,-80,107,52.54,16.06,0.45,0.71,12.08,72.52,40.66,163,96.04,17.0,Cloudy
R04097,East,Italy,2023-06-20 16:00:00,4G,Deutsche Telekom,Smartphone,-79,102,96.92,6.27,0.19,0.55,14.39,144.18,101.34,926,96.01,7.9,Stormy
R04098,South,France,2023-06-20 17:00:00,4G,O2,Router,-95,96,214.23,3.69,0.43,0.02,15.35,141.8,51.67,249,99.51,7.2,Clear
R04099,South,Germany,2023-06-20 18:00:00,4G,Vodafone,Smartphone,-75,35,181.47,25.23,0.42,0.82,2.8,61.58,140.41,184,95.63,29.3,Cloudy
R04100,West,Germany,2023-06-20 19:00:00,5G,O2,Smartphone,-53,59,145.95,21.13,0.59,0.55,16.26,257.47,21.33,248,99.36,8.4,Rainy
R04101,East,France,2023-06-20 20:00:00,4G,Vodafone,Smartphone,-74,46,14.67,6.55,0.19,0.63,2.21,161.52,139.57,206,96.97,21.7,Stormy
R04102,West,Spain,2023-06-20 21:00:00,4G,Deutsche Telekom,Tablet,-91,89,66.59,28.3,0.47,0.07,17.54,174.21,137.52,372,98.2,36.4,Rainy
R04103,South,Netherlands,2023-06-20 22:00:00,5G,Telecom Italia,Smartphone,-60,61,202.84,1.22,1.84,0.81,8.45,84.94,143.59,961,97.2,18.1,Rainy
R04104,North,Spain,2023-06-20 23:00:00,5G,Telecom Italia,Tablet,-75,76,68.2,10.33,1.78,0.83,11.39,172.16,16.2,560,97.99,22.2,Cloudy
R04105,South,Germany,2023-06-21 00:00:00,4G,Orange,Smartphone,-87,29,185.27,1.14,0.63,0.88,6.51,239.84,44.5,894,97.76,34.4,Cloudy
R04106,West,Netherlands,2023-06-21 01:00:00,5G,Orange,Smartphone,-69,57,54.31,4.7,1.99,0.53,9.11,98.43,41.44,355,97.16,27.4,Cloudy
R04107,East,Italy,2023-06-21 02:00:00,5G,O2,Router,-84,27,155.53,5.81,0.6,0.39,17.06,42.86,133.37,899,96.38,-4.4,Stormy
R04108,East,Netherlands,2023-06-21 03:00:00,5G,Vodafone,Smartphone,-78,37,160.77,24.4,1.44,0.07,6.62,179.37,122.04,93,99.65,1.5,Rainy
R04109,West,Spain,2023-06-21 04:00:00,5G,Orange,Tablet,-61,115,190.47,29.79,1.29,0.19,11.72,194.39,28.04,766,99.58,7.1,Clear
R04110,East,France,2023-06-21 05:00:00,4G,Deutsche Telekom,Router,-81,36,115.2,26.09,0.13,0.23,13.29,68.6,25.51,848,95.36,14.4,Cloudy
R04111,Central,Italy,2023-06-21 06:00:00,4G,Telecom Italia,Router,-52,77,161.84,19.24,0.68,0.06,3.78,82.01,73.75,372,96.12,7.4,Clear
R04112,North,Spain,2023-06-21 07:00:00,4G,Vodafone,Smartphone,-66,85,126.87,21.83,1.9,0.15,15.78,54.39,30.13,271,97.87,15.8,Cloudy
R04113,North,Italy,2023-06-21 08:00:00,4G,Telecom Italia,Smartphone,-51,63,237.36,15.92,0.1,0.89,19.98,277.2,74.01,308,99.9,30.3,Stormy
R04114,North,Netherlands,2023-06-21 09:00:00,4G,Vodafone,Router,-63,103,135.25,12.97,0.35,0.55,3.95,71.77,127.48,651,98.64,38.8,Stormy
R04115,East,Germany,2023-06-21 10:00:00,5G,Orange,Tablet,-60,93,60.3,20.92,1.94,0.76,15.59,13.09,77.49,499,99.09,23.3,Clear
R04116,East,Spain,2023-06-21 11:00:00,4G,Orange,Smartphone,-56,28,170.29,29.21,0.08,0.28,3.79,253.64,110.04,664,96.57,34.2,Rainy
R04117,South,France,2023-06-21 12:00:00,4G,O2,Router,-66,67,141.63,1.35,0.89,0.13,19.05,242.94,41.26,407,96.09,10.5,Rainy
R04118,South,Netherlands,2023-06-21 13:00:00,5G,Vodafone,Tablet,-70,58,202.92,9.77,1.84,0.37,8.81,142.4,43.54,766,96.13,1.2,Cloudy
R04119,North,Spain,2023-06-21 14:00:00,5G,Deutsche Telekom,Smartphone,-75,108,52.46,10.24,1.89,0.79,19.62,241.18,91.1,892,97.42,32.5,Cloudy
R04120,Central,France,2023-06-21 15:00:00,5G,Orange,Router,-59,108,72.63,12.72,1.96,0.3,2.29,140.39,128.6,918,99.29,29.7,Rainy
R04121,South,Spain,2023-06-21 16:00:00,4G,O2,Router,-53,107,231.19,18.99,0.96,0.2,16.03,75.11,82.01,312,96.08,5.6,Clear
R04122,South,Netherlands,2023-06-21 17:00:00,5G,Orange,Smartphone,-65,25,233.21,15.66,0.17,0.02,9.99,133.56,33.75,76,97.85,19.2,Clear
R04123,East,Spain,2023-06-21 18:00:00,5G,Telecom Italia,Tablet,-79,49,116.14,1.05,1.55,0.62,6.5,151.19,36.59,56,99.04,39.7,Rainy
R04124,Central,Italy,2023-06-21 19:00:00,5G,Orange,Tablet,-79,93,21.46,12.64,1.42,0.44,15.21,12.61,94.47,313,97.5,38.7,Cloudy
R04125,North,Netherlands,2023-06-21 20:00:00,4G,Vodafone,Router,-62,114,83.57,18.77,1.16,0.26,13.07,42.87,19.99,405,97.08,15.3,Cloudy
R04126,South,Spain,2023-06-21 21:00:00,5G,O2,Tablet,-72,37,69.31,15.39,1.78,0.52,18.15,263.68,14.49,603,96.73,7.8,Stormy
R04127,Central,Germany,2023-06-21 22:00:00,5G,Vodafone,Router,-63,62,109.52,26.23,1.82,0.7,5.73,123.8,19.9,270,98.0,8.2,Cloudy
R04128,Central,Spain,2023-06-21 23:00:00,4G,Deutsche Telekom,Smartphone,-92,52,86.27,12.26,1.37,0.25,18.86,106.13,61.89,902,99.09,34.5,Rainy
R04129,North,Italy,2023-06-22 00:00:00,5G,Deutsche Telekom,Tablet,-87,72,208.96,0.87,0.22,0.61,13.2,267.62,56.38,203,99.98,25.1,Cloudy
R04130,Central,France,2023-06-22 01:00:00,4G,Orange,Smartphone,-94,75,10.73,8.9,0.19,0.26,9.56,54.83,5.31,622,99.35,22.0,Cloudy
R04131,Central,France,2023-06-22 02:00:00,4G,O2,Router,-61,38,164.71,4.5,0.82,0.99,2.01,72.93,28.44,325,97.26,7.1,Clear
R04132,Central,France,2023-06-22 03:00:00,5G,O2,Smartphone,-58,106,169.42,7.88,0.59,0.73,15.54,250.11,55.39,270,95.4,13.3,Stormy
R04133,South,Germany,2023-06-22 04:00:00,4G,O2,Tablet,-51,88,168.55,11.18,0.27,0.6,17.31,91.1,67.34,640,95.6,20.1,Rainy
R04134,North,Italy,2023-06-22 05:00:00,5G,O2,Smartphone,-81,45,134.94,20.46,1.22,0.17,16.38,193.64,63.33,136,95.15,18.5,Cloudy
R04135,Central,Netherlands,2023-06-22 06:00:00,5G,Orange,Tablet,-53,48,156.66,10.06,1.37,0.59,14.98,224.48,51.34,640,96.81,-2.6,Rainy
R04136,Central,France,2023-06-22 07:00:00,5G,Vodafone,Tablet,-54,43,204.52,26.58,1.4,0.8,19.42,74.59,122.73,100,97.41,16.9,Stormy
R04137,South,Italy,2023-06-22 08:00:00,5G,Orange,Tablet,-93,25,198.21,9.34,0.35,0.74,17.13,83.49,65.32,891,99.1,22.5,Clear
R04138,North,Spain,2023-06-22 09:00:00,4G,Vodafone,Tablet,-65,73,18.31,4.54,0.61,0.78,18.63,159.73,98.45,947,95.43,30.4,Stormy
R04139,East,Germany,2023-06-22 10:00:00,5G,Telecom Italia,Tablet,-55,58,17.3,5.48,0.4,0.32,14.88,239.74,125.71,289,96.14,0.8,Rainy
R04140,South,Italy,2023-06-22 11:00:00,5G,Telecom Italia,Router,-54,23,211.35,28.07,1.2,0.33,16.58,170.77,128.79,421,97.55,32.1,Rainy
R04141,North,Italy,2023-06-22 12:00:00,5G,Vodafone,Smartphone,-73,77,147.94,13.92,1.13,0.54,6.49,29.53,129.27,177,99.25,-0.8,Clear
R04142,Central,Netherlands,2023-06-22 13:00:00,4G,Orange,Router,-84,67,239.78,12.39,1.01,0.28,13.71,111.74,76.72,847,95.44,17.5,Rainy
R04143,North,Italy,2023-06-22 14:00:00,4G,Deutsche Telekom,Smartphone,-88,79,113.58,2.53,0.59,0.11,4.91,105.88,100.89,278,96.22,-1.2,Cloudy
R04144,North,Netherlands,2023-06-22 15:00:00,5G,Orange,Smartphone,-75,45,52.42,22.13,0.47,0.46,2.32,244.2,50.63,396,97.72,31.8,Rainy
R04145,North,Germany,2023-06-22 16:00:00,4G,Deutsche Telekom,Smartphone,-75,98,123.58,20.99,1.78,0.0,12.01,94.0,129.97,962,96.62,15.9,Cloudy
R04146,East,Germany,2023-06-22 17:00:00,4G,Orange,Router,-64,96,114.77,11.58,0.1,0.76,15.88,271.35,35.93,244,99.96,22.9,Stormy
R04147,North,Spain,2023-06-22 18:00:00,5G,O2,Tablet,-79,59,134.12,20.91,1.31,0.75,2.57,107.15,119.22,988,97.26,17.4,Clear
R04148,East,Netherlands,2023-06-22 19:00:00,5G,O2,Tablet,-59,105,203.91,11.34,0.04,0.55,4.44,66.29,73.12,150,99.56,15.8,Cloudy
R04149,Central,Netherlands,2023-06-22 20:00:00,5G,Telecom Italia,Router,-72,96,167.34,2.66,0.39,0.75,2.77,166.58,48.32,354,99.7,3.2,Cloudy
R04150,East,France,2023-06-22 21:00:00,5G,Telecom Italia,Tablet,-88,75,54.47,22.27,0.58,0.62,13.05,122.05,60.05,53,96.3,37.5,Clear
R04151,Central,France,2023-06-22 22:00:00,5G,Vodafone,Smartphone,-78,58,186.27,28.97,1.77,0.7,2.51,197.8,90.3,846,96.63,27.8,Cloudy
R04152,Central,Spain,2023-06-22 23:00:00,4G,Deutsche Telekom,Tablet,-85,100,152.06,19.62,0.28,0.06,2.77,275.56,139.85,761,96.62,20.5,Cloudy
R04153,East,Germany,2023-06-23 00:00:00,5G,O2,Tablet,-86,119,148.79,8.66,1.88,0.88,6.02,282.82,19.14,211,97.18,4.3,Rainy
R04154,South,France,2023-06-23 01:00:00,5G,Orange,Tablet,-70,58,172.78,8.46,1.63,0.64,6.13,75.94,138.32,289,95.32,13.0,Stormy
R04155,West,Italy,2023-06-23 02:00:00,5G,Vodafone,Smartphone,-90,67,145.35,27.9,1.36,0.61,11.59,57.06,123.28,442,99.04,10.4,Stormy
R04156,North,Germany,2023-06-23 03:00:00,5G,Orange,Tablet,-79,44,119.8,9.45,0.82,0.39,1.61,282.59,90.16,235,95.65,29.0,Cloudy
R04157,West,Italy,2023-06-23 04:00:00,5G,O2,Tablet,-73,53,163.69,23.16,1.81,0.03,12.69,245.6,23.9,130,99.47,3.7,Clear
R04158,North,Netherlands,2023-06-23 05:00:00,4G,O2,Tablet,-54,40,183.69,19.47,1.06,0.9,8.82,85.89,122.81,635,97.88,25.0,Rainy
R04159,North,Germany,2023-06-23 06:00:00,5G,O2,Router,-59,44,64.18,17.98,0.74,0.99,4.4,243.44,105.14,969,97.41,35.6,Rainy
R04160,Central,Spain,2023-06-23 07:00:00,4G,O2,Router,-68,108,129.29,5.84,1.17,0.81,13.41,224.91,77.11,745,98.3,32.7,Cloudy
R04161,North,Netherlands,2023-06-23 08:00:00,5G,Orange,Tablet,-80,41,119.96,1.52,0.46,0.92,7.26,83.53,133.45,798,99.67,10.3,Rainy
R04162,North,Netherlands,2023-06-23 09:00:00,5G,Vodafone,Router,-84,42,19.58,14.92,0.55,0.12,16.72,272.68,101.35,775,96.48,1.8,Clear
R04163,East,Italy,2023-06-23 10:00:00,5G,O2,Router,-75,44,210.27,29.65,1.84,0.13,19.8,103.32,46.85,130,96.35,11.3,Clear
R04164,West,Netherlands,2023-06-23 11:00:00,4G,Telecom Italia,Smartphone,-72,97,100.57,6.27,1.59,0.88,15.8,149.25,11.32,784,96.85,12.7,Cloudy
R04165,East,France,2023-06-23 12:00:00,5G,Vodafone,Router,-68,97,27.45,16.34,1.03,0.06,15.12,186.69,115.1,925,97.43,19.2,Cloudy
R04166,North,Germany,2023-06-23 13:00:00,5G,Telecom Italia,Router,-59,45,119.9,20.29,0.83,0.09,7.75,65.47,42.04,750,95.38,-3.0,Clear
R04167,Central,France,2023-06-23 14:00:00,5G,Orange,Tablet,-75,49,48.76,14.77,1.62,0.82,11.16,187.27,45.68,250,98.4,18.0,Clear
R04168,East,Italy,2023-06-23 15:00:00,5G,O2,Smartphone,-63,109,179.06,15.45,1.14,0.56,2.0,214.82,70.21,752,97.6,22.2,Stormy
R04169,East,Italy,2023-06-23 16:00:00,5G,Vodafone,Smartphone,-94,57,147.23,20.01,0.83,0.39,14.82,39.45,113.75,731,97.7,37.4,Clear
R04170,South,Germany,2023-06-23 17:00:00,5G,O2,Smartphone,-59,105,74.83,24.54,1.03,0.55,13.83,120.01,139.03,932,96.25,27.6,Rainy
R04171,North,Netherlands,2023-06-23 18:00:00,5G,O2,Router,-77,53,238.11,10.33,0.47,0.88,6.12,187.5,36.36,271,99.2,-3.7,Stormy
R04172,Central,Spain,2023-06-23 19:00:00,4G,Vodafone,Tablet,-68,108,80.02,27.03,0.4,0.76,11.15,278.6,132.89,66,96.99,2.9,Stormy
R04173,East,Italy,2023-06-23 20:00:00,5G,O2,Smartphone,-81,119,143.2,14.8,1.98,0.69,13.91,268.39,92.63,760,98.26,16.4,Cloudy
R04174,East,Germany,2023-06-23 21:00:00,5G,O2,Smartphone,-95,96,202.38,20.03,1.94,0.98,7.99,59.2,129.06,287,96.2,38.9,Cloudy
R04175,Central,Spain,2023-06-23 22:00:00,5G,Deutsche Telekom,Router,-53,112,133.33,3.64,0.84,0.52,14.79,187.05,127.99,798,99.08,22.1,Clear
R04176,North,Netherlands,2023-06-23 23:00:00,4G,Deutsche Telekom,Smartphone,-68,92,240.61,15.03,1.03,0.01,16.14,38.43,61.9,395,96.5,33.0,Clear
R04177,South,Italy,2023-06-24 00:00:00,4G,Vodafone,Tablet,-61,34,212.53,0.98,1.65,0.43,5.25,95.22,103.33,294,99.61,-0.3,Cloudy
R04178,East,Germany,2023-06-24 01:00:00,5G,Vodafone,Smartphone,-64,114,231.04,12.04,1.45,0.1,6.72,183.21,142.26,499,97.27,14.7,Rainy
R04179,South,Germany,2023-06-24 02:00:00,4G,O2,Tablet,-68,63,99.45,2.11,0.2,0.12,8.63,33.6,102.5,353,95.73,-4.0,Cloudy
R04180,West,Germany,2023-06-24 03:00:00,5G,Telecom Italia,Tablet,-87,110,141.61,26.96,0.75,0.25,5.48,267.77,71.43,782,98.06,6.2,Cloudy
R04181,North,Italy,2023-06-24 04:00:00,5G,Vodafone,Tablet,-72,114,211.64,20.35,0.5,0.38,15.74,250.41,58.93,162,97.78,31.5,Stormy
R04182,West,Spain,2023-06-24 05:00:00,4G,O2,Router,-92,29,226.84,23.86,1.99,0.48,11.87,147.28,25.78,503,97.11,23.0,Cloudy
R04183,West,Germany,2023-06-24 06:00:00,5G,Telecom Italia,Router,-51,56,236.65,14.3,1.5,0.17,8.22,152.61,149.83,466,99.1,7.7,Stormy
R04184,West,Netherlands,2023-06-24 07:00:00,4G,Deutsche Telekom,Tablet,-55,26,221.0,25.63,0.1,0.31,1.31,265.6,100.38,855,97.11,32.9,Stormy
R04185,North,Germany,2023-06-24 08:00:00,4G,Vodafone,Tablet,-93,51,185.38,26.25,1.8,0.28,7.19,24.63,45.1,306,95.68,28.1,Clear
R04186,North,Spain,2023-06-24 09:00:00,4G,O2,Smartphone,-74,30,15.81,11.03,1.86,0.37,16.89,51.73,15.8,104,95.14,17.6,Stormy
R04187,Central,Italy,2023-06-24 10:00:00,5G,Deutsche Telekom,Smartphone,-56,67,85.59,11.62,0.67,0.11,15.13,99.32,114.32,488,99.46,-3.0,Cloudy
R04188,South,Germany,2023-06-24 11:00:00,5G,Orange,Smartphone,-57,111,40.94,15.49,1.28,0.4,2.28,115.67,128.99,187,97.33,35.8,Cloudy
R04189,South,Germany,2023-06-24 12:00:00,5G,Deutsche Telekom,Router,-71,87,47.14,1.75,1.36,0.55,16.23,296.36,67.03,421,97.81,25.1,Cloudy
R04190,Central,Netherlands,2023-06-24 13:00:00,5G,O2,Smartphone,-74,67,79.82,29.88,1.46,0.1,4.4,52.76,143.63,872,95.57,31.6,Cloudy
R04191,Central,Netherlands,2023-06-24 14:00:00,5G,Telecom Italia,Tablet,-62,64,27.94,11.1,1.39,0.52,19.75,97.9,52.63,656,97.45,37.1,Stormy
R04192,West,Germany,2023-06-24 15:00:00,5G,Orange,Tablet,-76,114,68.33,14.39,1.12,0.76,17.5,250.11,114.63,174,97.67,1.2,Stormy
R04193,Central,Germany,2023-06-24 16:00:00,5G,Orange,Router,-60,112,239.67,22.77,1.91,0.01,18.35,237.46,43.13,73,97.33,28.9,Rainy
R04194,East,Netherlands,2023-06-24 17:00:00,4G,Orange,Router,-59,52,84.87,9.28,1.02,0.05,15.62,199.9,53.71,505,99.77,2.0,Rainy
R04195,South,Spain,2023-06-24 18:00:00,5G,Vodafone,Smartphone,-57,23,48.33,6.45,0.22,0.47,14.5,105.28,92.78,845,97.86,18.2,Clear
R04196,Central,France,2023-06-24 19:00:00,5G,O2,Router,-69,66,182.39,4.26,0.16,0.87,5.64,44.16,10.32,141,99.87,27.7,Cloudy
R04197,East,France,2023-06-24 20:00:00,5G,Orange,Tablet,-64,109,208.84,16.08,0.04,1.0,12.14,295.23,35.57,545,95.77,18.4,Clear
R04198,East,Germany,2023-06-24 21:00:00,4G,Deutsche Telekom,Tablet,-54,72,85.37,0.66,0.86,0.09,14.23,82.91,30.57,413,99.57,16.3,Stormy
R04199,East,Netherlands,2023-06-24 22:00:00,4G,Telecom Italia,Router,-67,50,76.84,21.43,0.55,0.02,6.47,254.94,52.56,612,97.76,7.8,Stormy
R04200,East,Italy,2023-06-24 23:00:00,4G,O2,Tablet,-55,50,68.02,14.11,1.79,0.23,8.57,269.55,117.73,943,96.48,29.6,Cloudy
R04201,West,Italy,2023-06-25 00:00:00,5G,Deutsche Telekom,Router,-64,46,104.38,16.19,1.73,0.47,18.99,137.86,136.6,991,98.73,-1.0,Clear
R04202,East,France,2023-06-25 01:00:00,4G,Vodafone,Tablet,-72,108,30.94,8.26,1.68,0.57,8.75,256.74,6.84,761,97.78,5.4,Stormy
R04203,West,Spain,2023-06-25 02:00:00,4G,Orange,Smartphone,-93,67,170.59,5.76,1.73,0.97,6.99,90.92,42.3,206,97.88,-3.0,Stormy
R04204,West,France,2023-06-25 03:00:00,5G,Deutsche Telekom,Router,-69,55,207.33,21.15,0.6,0.89,3.04,268.07,8.68,708,95.86,3.0,Stormy
R04205,East,Germany,2023-06-25 04:00:00,5G,O2,Router,-87,68,169.28,6.7,0.85,0.56,7.49,194.43,129.88,142,98.4,13.3,Cloudy
R04206,South,Spain,2023-06-25 05:00:00,5G,Deutsche Telekom,Router,-56,50,111.09,23.51,0.62,0.36,12.63,66.37,33.82,428,96.47,-3.7,Rainy
R04207,East,Italy,2023-06-25 06:00:00,4G,Vodafone,Tablet,-73,63,79.35,6.51,0.17,0.32,3.81,238.1,116.75,768,96.78,5.2,Rainy
R04208,East,Netherlands,2023-06-25 07:00:00,5G,Telecom Italia,Smartphone,-89,78,108.27,18.57,1.85,0.57,12.5,274.97,9.83,528,99.53,-3.2,Stormy
R04209,East,Netherlands,2023-06-25 08:00:00,5G,Orange,Router,-79,42,111.72,19.49,1.23,0.72,15.08,175.42,62.77,54,95.9,34.4,Cloudy
R04210,South,Germany,2023-06-25 09:00:00,5G,O2,Tablet,-59,118,169.84,15.42,0.27,0.48,15.6,230.51,57.0,482,99.43,35.0,Clear
R04211,North,France,2023-06-25 10:00:00,5G,Orange,Router,-89,87,232.73,29.91,0.41,0.3,19.71,240.49,52.75,141,97.5,26.4,Stormy
R04212,North,Germany,2023-06-25 11:00:00,5G,Orange,Tablet,-66,111,26.94,11.59,0.9,0.61,9.26,238.35,87.68,360,95.89,21.8,Cloudy
R04213,West,Netherlands,2023-06-25 12:00:00,5G,Orange,Smartphone,-83,61,238.8,26.56,0.1,0.56,1.62,141.78,61.74,95,99.06,30.8,Stormy
R04214,West,Italy,2023-06-25 13:00:00,4G,Deutsche Telekom,Tablet,-78,61,228.45,5.49,0.54,0.43,17.24,224.58,63.47,192,98.26,7.7,Stormy
R04215,South,Netherlands,2023-06-25 14:00:00,5G,Deutsche Telekom,Tablet,-65,32,38.26,10.45,1.41,0.75,2.59,169.07,32.43,811,96.73,28.4,Cloudy
R04216,Central,Spain,2023-06-25 15:00:00,4G,Telecom Italia,Router,-74,20,54.06,4.79,1.84,0.28,17.37,130.25,65.1,505,96.5,9.9,Cloudy
R04217,North,Netherlands,2023-06-25 16:00:00,4G,Vodafone,Tablet,-82,95,84.78,18.31,1.86,0.48,19.67,58.09,112.46,273,97.1,14.9,Stormy
R04218,West,Netherlands,2023-06-25 17:00:00,5G,O2,Router,-78,72,144.32,19.33,1.04,0.94,18.23,273.62,51.85,216,95.68,39.1,Rainy
R04219,North,Spain,2023-06-25 18:00:00,4G,Deutsche Telekom,Tablet,-61,59,42.27,13.88,0.62,0.72,19.32,130.32,129.28,455,99.05,33.1,Clear
R04220,South,France,2023-06-25 19:00:00,4G,Orange,Smartphone,-79,109,58.08,21.74,1.84,0.39,1.44,79.47,29.09,367,96.39,13.8,Rainy
R04221,South,Netherlands,2023-06-25 20:00:00,4G,Vodafone,Tablet,-77,65,226.64,26.1,1.57,0.55,1.22,80.27,127.76,246,99.13,35.7,Cloudy
R04222,Central,Germany,2023-06-25 21:00:00,5G,O2,Router,-65,106,36.23,23.41,1.17,0.41,5.0,80.21,94.29,891,98.66,-0.6,Clear
R04223,Central,Netherlands,2023-06-25 22:00:00,4G,O2,Tablet,-57,41,105.73,7.63,1.67,0.11,16.18,10.72,66.45,720,99.71,35.6,Clear
R04224,South,Germany,2023-06-25 23:00:00,4G,O2,Tablet,-60,71,193.12,9.95,0.92,0.33,2.7,137.08,10.11,982,95.5,35.0,Stormy
R04225,West,Spain,2023-06-26 00:00:00,4G,O2,Smartphone,-81,47,223.26,11.72,0.22,0.86,15.18,268.3,23.35,712,96.75,24.1,Rainy
R04226,North,Netherlands,2023-06-26 01:00:00,4G,Telecom Italia,Router,-67,72,90.65,6.51,1.88,0.46,1.24,17.29,65.07,785,98.12,9.6,Cloudy
R04227,East,Spain,2023-06-26 02:00:00,5G,O2,Smartphone,-56,82,49.47,11.16,1.07,0.58,14.89,287.41,132.3,777,99.29,32.0,Cloudy
R04228,Central,Spain,2023-06-26 03:00:00,5G,Vodafone,Tablet,-80,36,186.88,7.52,1.39,0.18,5.75,61.95,143.74,949,95.78,7.2,Clear
R04229,East,France,2023-06-26 04:00:00,4G,Deutsche Telekom,Smartphone,-63,83,195.41,29.87,0.78,0.36,9.37,218.47,139.8,348,99.31,1.4,Rainy
R04230,West,Netherlands,2023-06-26 05:00:00,5G,Vodafone,Tablet,-71,25,245.21,23.61,0.27,0.93,19.55,237.75,44.74,87,95.33,19.8,Rainy
